global_clust_number,cluster_name,votepropensity2017g_buckets,sy_vch_index_buckets,age,catalistmodel_religious_attendance_bin,catalistmodel_gun_owner,catalistmodel_education,catalistmodel_ideology,catalistmodel_child,married,non_caucasian,income_num,is_protestant,is_female,is_caucasian,catalistmodel_income,is_urban,is_coastal,vch_bucket_low,vch_bucket_med,vch_bucket_high,vote_bucket_low,vote_bucket_med,vote_bucket_high,catalistmodel_voteprop2018,catalistmodel_vch_index,seg_1,seg_2,seg_3,seg_4,seg_5,seg_6,seg_7,seg_8,seg_9,count,Damage_to_the_Great_Lakes_because_of_pipeline_leaks_could_hurt_Michigans_economy,The_Line_5_pipeline_has_a_serious_impact_on_clean_water,The_Line_5_pipeline_poses_a_direct_risk_to_health_of_Michigan_communities,Alternatives_to_the_Line_5_pipeline_have_their_own_problems_to_consider,Michigan_should_do_more_to_protect_fresh_water_bodies_from_oil_spills_and_other_pollution,The_economic_boost_that_pipelines_create_for__Michigan__is_worth_some_risks_of_potential_pipeline_leaks,The_risks_of_oil_pipeline_leakages_is_too_low_a_probability_to_worry_about_very_much,a_national_effort_to_cut_carbon_dioxide_emissions_by_setting_state_limits_is_a_priority_to_implement,Carbon_taxes_and_CO2_emissions_caps_pose_too_much_risk_to_the_economy,Michigan_should_do_more_to_help_children_and_families_affected_by_lead_poisoning_in_Flint,Investments_in_remedial_education_and_enrichment_programs_are_needed_to_support_children_affected_by_lead_poisoning_in_Flint,Women_have_a_right_to_choose_to_have_an_abortion,Women_should_be_able_to_access_abortions_through_health_insurance_in_the_case_of_rape_or_incest,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Planned_Parenthood_should_not_receive_public_funding,Undocumented_women_under_the_age_of_18_should_be_able_to_access_abortions_legally,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits,NAFTA_should_be_abolished_or_dramatically_reformed,I_support_stricter_gun_reform_legislation,Michigan_is_facing_an_opioid_crisis,Health_Care_is_unaffordable_in_Michigan_these_days,Auto_insurance_rates_are_too_high_in_Michigan,The_costs_of_a_college_education__have_become_unaffordable_in_Michigan,Closing_skill_gaps_for_the_workforce_in_Michigan_is_a_priority,Michigan_should_raise_the_state_minimum_wage,Politics_in_Michigan_are_corrupt,Legalizing_and_taxing_marijuana_is_a_good_option_for_increasing_state_revenues_and_funding,Legalizing_marijuana_is_a_bad_idea,The_current_policies_of_elected_officials_in_Michigan_are_detrimental_to_the_environment,Ensuring_women_receive_equal_pay_for_their_work_is_a_political_priority,15_per_hour_is_a_fair_and_appropriate_minimum_wage_for_Michigan_workers,PreKindergarten_education_should_be_available_to_all_Michigan_families,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Police_should_be_able_to_confiscate_firearms_and_ammunition_from_a_person_whom_a_judge_deems_a_legitimate_threat,Charter_schools_are_leaving_Michigan_children_behind,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Students_should_be_allowed_to_use_the_restroom_and_locker_room_that_matches_their_gender_identity_whether_or_not_that_is_the_same_as_their_sex_at_birth,Farms_should_have_flexibility_in_the_minimum_wage_they_pay_to_migrant_or_seasonal_workers,Adoption_agencies_should_be_able_to_deny_couples_an_adoption_for_religious_reasons,A_study_by_Michigan_State_U_puts_the_cost_of_cleaning_a_spill_from_the_Line_5_pipeline_at_6_billion,ruptured_or_leakedoil_spilled_could_cover_more_than_17000_square_miles,Enbridge_Line_5_has_spilled_at_least_11M_gallons_in_past_50_years,In_2010_when_the_Line_6B_spilled_into_the_Kalamazoo_River_the_company_didnt_notice_the_pipeline_had_ruptured_until_being_alerted_by_an_outside_caller_17_hours_later,where_children_suffered_brain_damage_due_to_lead_poisoning_from_contaminated_water_sources_dropped_from_418_percent_to_107_percent,Children_in_Flint_exposed_to_contaminated_water_are_at_risk_for_a_number_of_problems_including_lower_IQ_scores_developmental_delays_and_behavioral_issues_Even_after_lead_exposure_stops_the_effects_can_last_for_years_or_even_be_permanent,A_2016_Study_estimated_275_people_in_Michigan_die_each_year_due_to_air_pollution,Michigan_has_high_rates_of_asthma_even_higher_in_Detroit_where_asthma_hospitalization_rate_is_triple_the_state_average,AfricanAmerican_children_in_metro_Detroit_suffered_2402_asthma_attacks_and_missed_1751_school_days_due_to_asthma_per_year,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics,Breast_cancer_is_the_second_leading_cause_of_cancer_death_Each_year_1400_to_1500_Michigan_women_die_of_breast_cancer,1_in_5_women_in_America_has_relied_on_Planned_Parenthood,Bill_Schuette_Republican,Patrick_Colbeck_Republican,Brian_Calley_Republican,Gretchen_Whitmer_Democrat,Abdul_ElSayed_Democrat,Shri_Thanedar_Democrat,issue_1,issue_2,issue_3
207,clust_618_207,vote_bucket_high,vch_bucket_high,59.53202915,9.065892998,70.2322593,57.15815739,27.81097889,28.59909789,0.956846951,0.013425393,89.90640583,0.255849636,0,1,9.338503413,1,0,0,0,1,0,0,1,88.15776755,79.4127196,0,0,0.041235136,0.958764864,0,0,0,0,0,5214,0.773901381,0.630787297,0.582421373,0.691666026,0.806764204,0.450740829,0.501607927,0.556305552,0.591086947,0.749106595,0.659675308,0.54966515,0.686193611,0.48677023,0.490707309,0.296724241,0.594651248,0.517840896,0.741058193,0.462231489,0.833422074,0.638473714,0.891141807,0.657630495,0.767585775,0.574954911,0.741615262,0.698431437,0.411082484,0.523325139,0.660979887,0.445904511,0.509339857,0.581026909,0.802971925,0.535013648,0.39019678,0.459221906,0.289470849,0.64900612,0.450518699,0.636495381,0.692705571,0.60706552,0.654204863,0.649692151,0.68311299,0.542487564,0.778828428,0.577131277,0.243073504,0.709684621,0.502545552,0.514788075,0.435439468,0.364116288,0.398891283,0.288553698,0.410544497,Employers_should_have_the_right_to_choose_whether_to_cover_birth_control_as_part_of_their_health_insurance_policies,Farms_should_have_flexibility_in_the_minimum_wage_they_pay_to_migrant_or_seasonal_workers,Closing_skill_gaps_for_the_workforce_in_Michigan_is_a_priority
208,clust_618_208,vote_bucket_low,vch_bucket_low,43.28775056,11.70435089,82.63552339,31.25757576,33.90304009,78.31845212,1,0.00155902,63.85300668,0.654899777,0.208908686,0.998886414,7.859446548,0,0,1,0,0,1,0,0,13.43239421,24.11335301,0.00233853,0,0.00233853,0,0.008797327,0.294654788,0.58363029,0,0.108240535,8980,0.727836601,0.625306114,0.663996532,0.856097567,0.832201146,0.522083371,0.474791489,0.610504792,0.548304593,0.795943645,0.677800027,0.420909242,0.513860411,0.619745759,0.504160486,0.172807989,0.464471087,0.616944746,0.75238611,0.302397323,0.801571393,0.742181106,0.888845448,0.761447936,0.558212971,0.456073714,0.811042852,0.709885348,0.31597226,0.556865777,0.635811435,0.30435718,0.511045452,0.764099056,0.760002963,0.51281134,0.424722303,0.597031693,0.166007424,0.536170278,0.450441223,0.513803243,0.600494202,0.610917178,0.657085823,0.552308163,0.584662734,0.550206812,0.767776901,0.483034793,0.159718344,0.672777765,0.312941903,0.752373088,0.718452695,0.484098144,0.256462568,0.138742107,0.195836968,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits
209,clust_618_209,vote_bucket_med,vch_bucket_low,43.57707856,13.14917644,77.82825765,36.89271023,26.53253605,77.89793828,1,0.001617033,77.43248888,0.61730225,0.346381889,0.998585096,8.661553426,0,0,1,0,0,0,1,0,52.95753268,19.41875488,0.012666757,0,0.001212775,0,0.004379464,0.0407627,0.776175718,0,0.164802587,14842,0.727224588,0.627805402,0.65666295,0.853555027,0.822310141,0.523322498,0.493657761,0.615616895,0.55023807,0.798555184,0.675869715,0.433050727,0.525919551,0.619447862,0.510175625,0.180489169,0.472249246,0.612508525,0.756514821,0.304811012,0.798705389,0.722162081,0.886614201,0.749754629,0.574479479,0.460244139,0.802962967,0.718290566,0.314682186,0.552868497,0.639983875,0.314534393,0.505771191,0.760810317,0.769756032,0.513052291,0.435982181,0.605156165,0.175905478,0.537720144,0.443182321,0.516295312,0.60195176,0.60435775,0.64579932,0.553385735,0.589025563,0.541258795,0.759715085,0.480010217,0.164794381,0.659599552,0.31484472,0.747886126,0.70824972,0.486258972,0.266049092,0.14934029,0.203331831,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Alternatives_to_the_Line_5_pipeline_have_their_own_problems_to_consider
210,clust_618_210,vote_bucket_high,vch_bucket_low,44.35950474,14.74673781,77.24971749,41.3046138,20.42072667,78.71837321,1,0.001621383,88.49523412,0.587702059,0.36463912,0.998697981,9.285511355,0,0,1,0,0,0,0,1,87.45763278,14.76087112,0.031002801,0,0.000221098,0,0.005060679,0.010760085,0.669606446,0,0.283348892,40706,0.723115335,0.628821821,0.6459027,0.847085789,0.812751038,0.519390842,0.499289118,0.617665567,0.546388153,0.797896515,0.671604402,0.448463237,0.543332285,0.606021919,0.509882956,0.187885905,0.478922676,0.609169415,0.7610135,0.316948635,0.801400339,0.704336822,0.884702535,0.738451302,0.589947929,0.46790151,0.795769724,0.722712455,0.315393932,0.547217714,0.646705878,0.326591794,0.509905168,0.74772982,0.780988265,0.516815781,0.443871749,0.610573563,0.182992624,0.53898317,0.433826794,0.517265202,0.606786542,0.605082056,0.645720269,0.552820305,0.591883434,0.532370138,0.753797694,0.48604819,0.167955044,0.646483826,0.31549297,0.73283392,0.687913748,0.473573437,0.281443627,0.16481566,0.215596343,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits
211,clust_618_211,vote_bucket_low,vch_bucket_med,40.14236283,8.416623105,84.88383589,27.63040791,41.51359367,79.63606031,1,0.005190311,50.99579832,0.590954029,0.05981216,0.999258527,7.028289914,0,0,0,1,0,1,0,0,11.32867029,52.06535344,0.015818092,0,0.013099357,0,0.150766189,0.662629758,0.132723678,0,0.024962926,4046,0.733778646,0.655250543,0.713350916,0.809252296,0.833932603,0.482278975,0.440150002,0.633754358,0.545518171,0.813210685,0.707248196,0.427695666,0.509631741,0.619570041,0.474148263,0.204050252,0.408242835,0.579765099,0.679675305,0.331786897,0.780381493,0.763343455,0.871733236,0.781902725,0.53605054,0.471075139,0.840205281,0.713113968,0.297415113,0.596905655,0.642051747,0.329839077,0.523481233,0.758936176,0.723722957,0.562247277,0.45987231,0.600734186,0.215468396,0.518422689,0.462804803,0.524258266,0.620790227,0.638910671,0.674063553,0.594895433,0.620466784,0.595440378,0.799197109,0.519704653,0.200987678,0.680518108,0.346619283,0.718239497,0.70999116,0.466707124,0.289857504,0.178564027,0.232931759,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits
212,clust_618_212,vote_bucket_med,vch_bucket_med,41.14789493,10.10272934,79.9697733,32.09189189,38.57232818,78.4504498,1,0.007196833,63.75746671,0.580784455,0.249010435,0.996761425,7.844515148,0,0,0,1,0,0,1,0,51.19129183,52.1293163,0.102554876,0,0.031666067,0,0.151493343,0.215905002,0.421734437,0,0.076646276,2779,0.741866182,0.657449689,0.703076482,0.807862118,0.829952883,0.485254847,0.453027742,0.635902151,0.547398715,0.814581567,0.706362667,0.444867887,0.529423765,0.608627588,0.475428094,0.215623936,0.422596842,0.577282248,0.693700805,0.341204308,0.780457172,0.748732516,0.872986156,0.769636429,0.556467018,0.482307992,0.833273828,0.723025885,0.298349137,0.593037176,0.649466904,0.344083017,0.524536633,0.749660689,0.739315552,0.555028857,0.464971375,0.601404461,0.221499889,0.5164819,0.455081522,0.536153279,0.624721527,0.633395341,0.667846823,0.595961937,0.620938932,0.586113381,0.79314211,0.517195897,0.204221504,0.679016996,0.347183713,0.70935337,0.691552508,0.464018134,0.303285968,0.190448786,0.243144028,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits
213,clust_618_213,vote_bucket_high,vch_bucket_med,44.00749438,11.29895595,79.20659505,37.50662003,34.49522858,78.18438671,1,0.001998501,80.82663003,0.553834624,0.267299525,0.998501124,8.858706531,0,0,0,1,0,0,0,1,85.82558081,53.27611042,0.202098426,0,0.020734449,0,0.123657257,0.051461404,0.433924557,0,0.168123907,4003,0.738415007,0.654623753,0.678018521,0.801622079,0.820010255,0.490759505,0.462432296,0.631888984,0.558962673,0.810896548,0.696534274,0.479281335,0.569329776,0.568394561,0.47687796,0.227454879,0.455567837,0.567803524,0.726262512,0.364745452,0.78962768,0.727075331,0.880221471,0.751761266,0.592683323,0.502289411,0.82441443,0.731664637,0.30506252,0.57587768,0.665539879,0.367067498,0.538009569,0.716439092,0.766461575,0.545666516,0.466001752,0.589849017,0.225682678,0.525108141,0.438521298,0.543606275,0.633594396,0.630098994,0.672616026,0.585823024,0.617016763,0.565526162,0.780352483,0.521232539,0.203227006,0.673530894,0.345241901,0.680148741,0.646975079,0.44399928,0.330918227,0.215111735,0.269858672,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Medicaid_recipients_should_be_required_to_meet_minimum_work_requirements_before_receiving_benefits
214,clust_618_214,vote_bucket_low,vch_bucket_high,41.85328467,6.389053254,85.55839416,33.37061404,42.39759124,82.27686131,1,0.003649635,62.37372263,0.54379562,0.005839416,1,7.767982914,0,0,0,0,1,1,0,0,14.50627737,83.00937956,0.040145985,0,0.126277372,0,0.227737226,0.597080292,0.00729927,0,0.001459854,1370,0.740877255,0.667605208,0.700416849,0.735362061,0.810666438,0.475215824,0.450773994,0.611444809,0.606630886,0.815270125,0.714624271,0.45413893,0.546550453,0.591688925,0.484025057,0.217746051,0.442516769,0.498380626,0.698392479,0.348772715,0.746836256,0.767038718,0.856334815,0.768573921,0.59945916,0.502605562,0.884485791,0.728538767,0.309375235,0.593569206,0.658338272,0.362026113,0.516707985,0.747148686,0.691033638,0.566797179,0.465818278,0.502559311,0.232053584,0.535841896,0.49741111,0.560934737,0.630527014,0.629655486,0.665242744,0.618772403,0.615600077,0.585094385,0.809818894,0.532880669,0.20929271,0.68049158,0.381693556,0.684822342,0.682925938,0.465778434,0.32887396,0.220164387,0.303178593,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Politics_in_Michigan_are_corrupt
215,clust_618_215,vote_bucket_med,vch_bucket_high,43.12107623,7.167592593,84.77130045,39.95062837,44.23210762,81.79300448,1,0.006278027,78.7955157,0.540807175,0.007174888,1,8.746545127,0,0,0,0,1,0,1,0,49.4109417,82.54957848,0.11838565,0,0.185650224,0,0.294170404,0.372197309,0.023318386,0,0.006278027,1115,0.745401615,0.675612314,0.691789216,0.722392466,0.802789054,0.470309927,0.45675686,0.623430518,0.603442771,0.820624679,0.716196543,0.48864099,0.57956601,0.563197058,0.470444074,0.244116546,0.45223115,0.489780631,0.702089805,0.380142893,0.750983025,0.743214278,0.857550542,0.751664156,0.622403392,0.524914774,0.876337276,0.742034517,0.308570025,0.593347234,0.676380875,0.393427288,0.528508006,0.718230837,0.719133429,0.572540433,0.483487385,0.518396453,0.255741968,0.533277043,0.478470803,0.570556605,0.646566262,0.63512149,0.671677909,0.624412731,0.628602146,0.578620337,0.806885351,0.543168268,0.222293671,0.671310865,0.387272986,0.652164199,0.641484405,0.444215337,0.366329847,0.253693162,0.331801875,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Politics_in_Michigan_are_corrupt
216,clust_618_216,vote_bucket_high,vch_bucket_high,43.41666667,7.96281952,82.97072072,44.73348348,54.58941441,81.19512012,1,0.003003003,89.30780781,0.516516517,0.028528529,1,9.322444599,0,0,0,0,1,0,0,1,85.46614114,83.11586336,0.505255255,0,0.102852853,0,0.209459459,0.099099099,0.041291291,0,0.042042042,1332,0.735727794,0.667670822,0.672246108,0.727233416,0.783911782,0.475919481,0.463053484,0.616928854,0.599000864,0.81394708,0.705424455,0.485516549,0.579347493,0.565293063,0.480224006,0.237517581,0.460422899,0.495896275,0.706735223,0.376968227,0.749435278,0.721967666,0.846729074,0.738013394,0.625422495,0.513347408,0.870318307,0.737091044,0.312962719,0.580112243,0.671885461,0.386790527,0.520970356,0.720692757,0.721316153,0.568739465,0.482750102,0.523464414,0.244685832,0.536734071,0.477907496,0.559408539,0.641085711,0.628048244,0.668525631,0.614210331,0.622506628,0.559862642,0.797238073,0.534378249,0.215969673,0.648731723,0.383005475,0.659238889,0.642592593,0.444593569,0.358357329,0.249457825,0.323334295,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Politics_in_Michigan_are_corrupt
217,clust_618_217,vote_bucket_low,vch_bucket_low,37.28924097,7.806666667,52.93146647,56.12535268,56.39766506,22.28454106,0.167701863,0.004789978,56.42188651,0.197126013,0.213706706,0.99889462,7.0675907,0.933308769,0.099115696,1,0,0,1,0,0,13.76886514,27.23725129,0.700442152,0.002210759,0.012159175,0,0,0,0,0.050110538,0.235077377,2714,0.753928942,0.686248252,0.726612421,0.809932472,0.822379477,0.501962986,0.519875881,0.669513949,0.571047879,0.845179172,0.747978294,0.520464861,0.572858738,0.630636821,0.449720191,0.349893544,0.427372299,0.498835319,0.628193265,0.357908631,0.742003084,0.722366533,0.846154625,0.76858474,0.622213363,0.53681436,0.810972204,0.77608979,0.259400098,0.635502952,0.613574897,0.450431637,0.501265661,0.723899538,0.739458639,0.611876671,0.580995004,0.731955412,0.346183713,0.510316091,0.41702403,0.594818326,0.627031537,0.617070328,0.512945385,0.67154181,0.720653784,0.615486482,0.797637999,0.561965868,0.353538245,0.632066543,0.466688936,0.638710659,0.644138584,0.520999132,0.296958477,0.263120825,0.322725695,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings
218,clust_618_218,vote_bucket_med,vch_bucket_low,38.90235409,8.299483262,57.23136927,52.08123831,63.84748603,26.33492655,0.254690619,0.003203789,42.46733528,0.216603984,0.217439755,0.999442819,5.258594935,0.864047918,0.13400195,1,0,0,0,1,0,49.88685054,28.32384455,0.865022984,0.002368018,0.003760969,0,0,0,0,0.015601059,0.11324697,7179,0.763013169,0.680032824,0.730411715,0.807777172,0.841248772,0.493912724,0.504865752,0.659928853,0.564481657,0.83508467,0.74665641,0.515748679,0.574072718,0.620534523,0.440104807,0.335364186,0.430938184,0.506650205,0.638452954,0.359312672,0.752259088,0.749712413,0.867528846,0.785212481,0.622163917,0.54114142,0.81442269,0.766034956,0.26643952,0.636123976,0.621613467,0.447897851,0.516449246,0.712098083,0.738789033,0.601792906,0.553908485,0.69468863,0.33087983,0.520711421,0.419749762,0.605268231,0.630082939,0.620010074,0.541714021,0.662702635,0.712678242,0.632099803,0.802926023,0.566119495,0.337777983,0.67542963,0.460912889,0.62978264,0.633790693,0.498602329,0.30156927,0.256465173,0.324881852,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children
219,clust_618_219,vote_bucket_high,vch_bucket_low,49.52991179,11.02167856,61.99566961,57.1221577,61.01978618,27.960178,0.384166577,0.002405774,75.0553328,0.235712376,0.152472601,0.999518845,8.436719486,0.947767976,0.076931302,1,0,0,0,0,1,89.27221599,27.65573055,0.780646886,0.005185779,0.000748463,0,0,0,0,0.02149158,0.191927292,18705,0.743897583,0.622262875,0.617278275,0.813692726,0.802160402,0.501487808,0.534049527,0.59022524,0.52804585,0.766540284,0.651589091,0.510345602,0.605997489,0.586762992,0.506976252,0.262239575,0.522346273,0.558137906,0.725221207,0.358916791,0.824160759,0.676398566,0.882975691,0.694119101,0.684001608,0.510778677,0.733777144,0.724306538,0.344946873,0.544532594,0.617192589,0.39867419,0.483407328,0.679834424,0.793438238,0.531030237,0.451533083,0.628565134,0.245840155,0.59444878,0.40657551,0.575558127,0.631100827,0.583812594,0.569583545,0.594756707,0.659474134,0.533236699,0.749708111,0.527250997,0.243207247,0.649404045,0.418048808,0.605599983,0.557707173,0.431667623,0.286793461,0.219770221,0.291136351,The_risks_of_oil_pipeline_leakages_is_too_low_a_probability_to_worry_about_very_much,Abortions_should_not_be_covered_by_health_insurance_in_any_circumstance,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings
220,clust_618_220,vote_bucket_low,vch_bucket_med,34.10987845,5.930836887,44.9510901,54.0978919,63.97969537,27.96446411,0.151618399,0.007717538,46.15512252,0.142967393,0.316322593,0.998360023,6.174708409,0.922438742,0.114123095,0,1,0,1,0,0,12.79596759,59.26653,0.909801273,0.009357515,0.058074474,0,0,0,0,0.000385877,0.022380861,10366,0.775941493,0.741258227,0.785246608,0.703675917,0.83177821,0.450543379,0.467253659,0.715558107,0.590131315,0.880799882,0.797947068,0.588918965,0.623494852,0.568307545,0.383294569,0.431161743,0.364562885,0.40491977,0.553249755,0.443262673,0.699181235,0.757084328,0.830305043,0.796671848,0.630654646,0.604218694,0.874473546,0.809625569,0.223200951,0.700111528,0.662452645,0.530877925,0.549806281,0.689517711,0.719567468,0.679367166,0.642907361,0.718978436,0.443210557,0.468639752,0.420206675,0.643455389,0.675915512,0.660285864,0.552656031,0.726034996,0.760734481,0.670189828,0.841279745,0.616213183,0.426958374,0.65855387,0.514461015,0.557618477,0.577911194,0.468885611,0.412703732,0.379053017,0.432823929,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics
221,clust_618_221,vote_bucket_med,vch_bucket_med,33.51468526,6.486870426,47.99755589,48.62827131,72.38115751,30.58523755,0.197818292,0.007611875,35.80080926,0.138856616,0.334521854,0.998758063,4.802456496,0.91594888,0.147109491,0,1,0,0,1,0,49.61288009,57.84543768,0.968631064,0.006610312,0.014142062,0,0,0,0,0.000200312,0.010416249,24961,0.783453771,0.735432475,0.795011698,0.727898824,0.84983582,0.455502475,0.468413602,0.71159886,0.596998248,0.879412865,0.803925189,0.570238105,0.606974818,0.585848124,0.382836543,0.418950925,0.36728879,0.420037125,0.56294053,0.42186331,0.695238293,0.778480312,0.84524868,0.820173296,0.619979103,0.598075657,0.878302922,0.805310353,0.221615449,0.704055629,0.656735864,0.519179254,0.551409243,0.699803594,0.710761357,0.671302195,0.631525557,0.709208391,0.428013994,0.471785529,0.428896011,0.648274651,0.665401244,0.658003785,0.552178608,0.723455755,0.755842438,0.68771381,0.844617664,0.612665638,0.421458971,0.68925943,0.51032501,0.581399495,0.603942845,0.482560523,0.392215108,0.354397326,0.416844799,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings
222,clust_618_222,vote_bucket_high,vch_bucket_med,42.84367706,8.645426629,51.8847627,52.03852131,73.35309442,28.70877413,0.263460674,0.006463583,57.81138907,0.193458615,0.322221557,0.99865342,7.069617434,0.942964869,0.127565982,0,1,0,0,0,1,86.15939613,56.3510228,0.964749536,0.00906697,0.001915136,0,0,0,0,0.00044886,0.023819498,33418,0.778863275,0.70544437,0.724234151,0.720937368,0.831752862,0.439722676,0.467272726,0.673904642,0.551523133,0.835417822,0.749761625,0.592055154,0.652971586,0.527016522,0.402507243,0.383759811,0.429164216,0.450206251,0.619726191,0.455709004,0.758685861,0.731335818,0.86324109,0.75052656,0.673654981,0.601943027,0.822000712,0.780113572,0.271921988,0.651412188,0.668832207,0.51241013,0.553864205,0.636155544,0.767383528,0.631354851,0.563498122,0.658308631,0.378398435,0.517357276,0.399122845,0.64299226,0.684076544,0.648387675,0.593379362,0.684260891,0.729239635,0.632322004,0.814139803,0.604628225,0.365120375,0.688535263,0.489713916,0.525776745,0.513216294,0.40308627,0.412910311,0.352437366,0.419584526,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,Married_samesex_couples_in_Michigan_should_be_allowed_to_adopt_children,Licensing_and_training_teachers_to_use_firearms_is_an_important_option_to_consider_for_mitigating_school_shootings
223,clust_618_223,vote_bucket_low,vch_bucket_high,35.25282012,4.520503304,33.05438262,61.09691423,66.53837886,27.7873764,0.079098883,0.029230183,47.43624238,0.115243902,0.476867378,0.992759146,6.638869851,0.974580793,0.049885671,0,0,1,1,0,0,10.01454268,86.63292721,0.895503049,0.064405488,0.039672256,0,0,0,0,0,0.000419207,26240,0.814706056,0.808908134,0.81450303,0.537790667,0.839693749,0.366687667,0.390410491,0.769462262,0.574139055,0.9093056,0.837938625,0.731332004,0.752751085,0.418913411,0.286779267,0.56499184,0.316098509,0.291547846,0.471853228,0.615454144,0.684285169,0.764590229,0.810145989,0.782991512,0.684510586,0.72461336,0.911308718,0.853894221,0.192581569,0.763746689,0.741393685,0.676683216,0.640316595,0.586702358,0.755552895,0.754355764,0.709558872,0.707367706,0.579672904,0.42072029,0.383598827,0.72082758,0.76791632,0.722753354,0.623939699,0.78554206,0.815095408,0.709301818,0.882059618,0.695856376,0.526191418,0.690703327,0.57706992,0.380351896,0.387104281,0.320429687,0.610675485,0.578528884,0.618226093,Students_should_be_allowed_to_use_the_restroom_and_locker_room_that_matches_their_gender_identity_whether_or_not_that_is_the_same_as_their_sex_at_birth,Same_sex_couples_should_be_allowed_to_be_legally_married_in_Michigan,40_of_Michigan_women_live_in_counties_with_no_abortion_clinics
